Id,Predicted
0,6.09750722932594
1,5.338779115369274
2,5.054668079276288
3,5.5711659642577445
4,5.07253461675941
5,6.0535965573607005
6,5.088895036406338
7,5.435150701353503
8,6.878892372891058
9,6.396321730812716
10,5.588610439312526
11,5.933408787032187
12,6.1056080554684735
13,5.783339223164605
14,6.381801148622469
15,5.830954727947567
16,5.7818241989314405
17,5.2787319031786755
18,5.705663153395856
19,5.030388982216532
20,5.345967101327005
21,5.28666753802432
22,6.240653151413179
23,5.33479270032858
24,5.979711839443027
25,5.210085319605413
26,4.757438251888633
27,5.338995145397276
28,5.83181143874252
29,5.518857958092447
30,5.673813782972339
31,5.959824828266269
32,5.55823629116737
33,5.013828608663462
34,4.928506752760814
35,6.045091021306584
36,6.550126218198692
37,5.001765318745731
38,4.916761287840974
39,6.608973593874521
40,5.956121416291625
41,6.660280574736097
42,5.4829896362164385
43,5.1623102195398705
44,6.097827934036108
45,5.768739660971299
46,5.284526946573601
47,5.017194551975203
48,6.424144796616103
49,5.022608794344243
50,4.826753089290572
51,5.240419974721856
52,4.977335160784014
53,4.9366250785092
54,5.84823135900147
55,4.996429736719807
56,5.446684495796054
57,5.43481624601541
58,5.815154629730136
59,6.349659147282328
60,5.175004678411505
61,5.838195112326645
62,5.510799448794183
63,4.960103738720752
64,5.756618982622118
65,5.1623102195398705
66,5.044620734736981
67,5.879247685068611
68,5.602739503063757
69,6.444398458478024
70,4.848491658511797
71,5.059906196342078
72,6.297336966228405
73,5.237998613735725
74,5.792743628623908
75,5.36608318721731
76,5.515059028406593
77,5.822512980079824
78,5.143118900978357
79,5.807266360054953
80,5.624757857589518
81,6.041977189875621
82,5.290638411557548
83,6.049389571593675
84,5.254388790953165
85,6.872563474374589
86,5.951046834566035
87,5.890214967859734
88,5.931410335266007
89,5.818101567890105
90,6.391384688167669
91,6.059238832361036
92,5.049100082615465
93,5.827903016392147
94,5.151485106046012
95,5.777692956069156
96,5.016164994897729
97,6.082832526801257
98,6.354835429347897
99,5.233833293766854
100,5.464969842648989
101,5.803877695742804
102,4.94024725363658
103,5.040056003473875
104,5.787624653548009
105,5.003391266982474
106,5.02543133684201
107,5.4915005768222915
108,5.181855396485279
109,4.630258691364093
110,7.157020081137051
111,5.87529955079089
112,5.4055515060470345
113,5.031083956492984
114,5.334126281479739
115,6.97902782264428
116,7.425798206414688
117,6.198299531673056
118,5.598277675499396
119,5.980694025447567
120,5.863015058078097
121,5.048256162027924
122,5.959435277362704
123,5.50165095376855
124,7.439213639563281
125,5.97225835949522
126,5.161919909896012
127,5.581227127469193
128,4.942033066993887
129,5.231505487884868
130,6.0047420486789616
131,6.425288175628758
132,5.437062406389748
133,5.0563872276065664
134,5.4665777745978374
135,5.0464699282305405
136,5.260953407599679
137,5.894675949087771
138,6.088403683346941
139,6.4758487242488005
140,5.521370356577586
141,5.216837965227036
142,6.096940382965556
143,5.190115964836421
144,5.5505200027349035
145,6.102649105762314
146,5.370095707046708
147,5.45756461088855
148,6.026691972340238
149,6.311456067954351
150,5.723296241085777
151,5.809181935019581
152,5.644414367793558
153,6.161282884213973
154,6.379227277460888
155,6.591236748766788
156,5.702075464225718
157,5.61679542589061
158,4.654119925124395
159,5.379871146282914
160,5.588665330736049
161,5.975189344964633
162,6.354835429347897
163,4.971246387936226
164,6.695333871830147
165,5.00953818185484
166,4.445795444615203
167,5.342700619154501
168,6.12979900453148
169,6.252816514916159
170,5.9522973805711175
171,4.945886186616384
172,5.33266140143981
173,6.162345653764807
174,5.195623997502963
175,4.624801115181994
176,6.551711120006184
177,5.978524925847934
178,5.544652392151175
179,5.509550523022026
180,5.006493959311564
181,5.575801787931196
182,6.082832526801257
183,5.4588682882018436
184,4.914985158148069
185,5.859250335119345
186,6.715701375904206
187,5.510159550939432
188,5.5227311552208835
189,5.383035517003206
190,5.216837965227036
191,5.0305742962057565
192,5.347960045025834
193,5.921518346098502
194,7.1865990726991935
195,6.588213552116725
196,5.824256491929807
197,6.687526197926186
198,5.305954848312803
199,4.714527898698899
200,5.112317055499837
201,6.016854085498155
202,5.097829098217299
203,5.555078757390987
204,5.234321686844105
205,6.499080414974792
206,5.653676563276675
207,5.726302114381301
208,5.60803695415606
209,6.267087571377658
210,6.434491550347802
211,4.985344246369296
212,6.234693646295447
213,6.254621039165911
214,5.902954808394293
215,4.880380845463277
216,5.647432783099465
217,6.171863455942432
218,5.034958207877846
219,5.588610439312526
220,6.371211117559082
221,5.866241413148057
222,5.280449607759818
223,5.115027611311093
224,5.527247623109066
225,5.905665707916619
226,4.777469795090924
227,5.510305345160171
228,5.9235908314593075
229,5.457384753602483
230,5.22762491132733
231,5.083775397032307
232,6.279248990481909
233,5.167753381754822
234,6.757303976920183
235,6.72004411416434
236,6.293142338072666
237,5.721521702064612
238,5.239762178518397
239,5.490828546829466
240,5.451860461328203
241,5.455133888952441
242,6.014584902751016
243,5.722527060715882
244,4.949551370234635
245,5.160436817867913
246,5.258275660388888
247,4.58698766346314
248,5.960273007445431
249,5.672500039352043
250,5.345131335957172
251,5.237998613735725
252,6.177916296947794
253,5.656142733332733
254,5.152433764765403
255,5.653779029532231
256,5.695605944213101
257,6.538532411784059
258,5.819887016460086
259,5.063043595737904
260,6.29618265546252
261,6.25545571527286
262,6.780976260454102
263,5.576223612272747
264,6.599316133869347
265,6.1935575796763125
266,6.439611878130389
267,6.2713753584746454
268,6.1319524010252255
269,6.190746364154341
270,6.838243662490347
271,5.686714027956791
272,5.58330697743439
273,6.3746486802797815
274,5.408384883702592
275,5.7633074597708305
276,5.022513927373751
277,5.841209787932695
278,5.013466915547701
279,5.308430787134511
280,6.201214226681586
281,5.3868293643781175
282,5.316029600017226
283,5.116514255703382
284,5.576692469820827
285,5.8806915782106515
286,5.50187772544753
287,5.06359663234678
288,5.113974982799328
289,5.7818920850317355
290,5.726302114381301
291,6.216826536570947
292,4.952434843534157
293,5.364085294235471
294,5.6084561330713525
295,5.9936624098387385
296,5.589743509899766
297,5.689907379815327
298,5.333242840388183
299,5.610719826013865
300,5.389061493820689
301,4.756782381620119
302,5.752425075962613
303,5.0415489739642165
304,5.1828035914830135
305,5.695605944213101
306,6.841988341365771
307,4.951920626897531
308,5.639956977371334
309,5.702051176071173
310,5.763923453918803
311,6.933514918709442
312,5.915554865056585
313,5.630008104329006
314,6.080932607058617
315,6.025473282640959
316,5.84559488833428
317,5.245657061169974
318,5.131675472377378
319,5.610719826013865
320,6.344535183548151
321,5.7818920850317355
322,5.2493529121674944
323,5.905664508535258
324,5.497042304157588
325,5.998423207790104
326,5.319227023109601
327,5.40768514716971
328,5.590404193824323
329,4.874485476199677
330,5.546540381497515
331,5.672500039352043
332,6.1784739480720665
333,5.0327568100058695
334,5.018275421155465
335,5.335817936376326
336,6.122299068457226
337,6.2867994585318225
338,5.034958207877846
339,6.280010980883975
340,5.340935648671015
341,4.9880247777750695
342,6.359648380412856
343,5.2305117952493525
344,5.745335762002497
345,5.310656878272805
346,5.546218423689384
347,5.4910569676954175
